index,modelname,resolution,orig_graph_orig_img,orig_graph_adv_img,adv_graph_orig_img,adv_graph_adv_img
41,fa_maps-l,I,"[0.7196046113967896, 0.8410189151763916, 0.7147420644760132, 0.6014782190322876, 0.45748159289360046]","[0.43081846833229065, 0.4593740701675415, 0.6408933401107788, 0.5099603533744812, 0.7396782040596008]","[0.008140502497553825, 0.06726782768964767, 0.02081029862165451, 0.004405864980071783, 0.0067595429718494415]","[0.016832105815410614, 0.009768021292984486, 0.024216121062636375, 0.016407005488872528, 0.008115962147712708]"
21,fa_maps-l,I,"[0.08555537462234497, 0.05292874574661255, 0.014227853156626225, 0.014558139257133007, 0.013120217248797417]","[0.013028440997004509, 0.007647297810763121, 0.01243375800549984, 0.05402551591396332, 0.03383137658238411]","[0.3177216649055481, 0.320773720741272, 0.3065580129623413, 0.3250061273574829, 0.28298431634902954]","[0.45711663365364075, 0.3551357686519623, 0.28664925694465637, 0.46062082052230835, 0.39562076330184937]"
88,fa_maps-l,I,"[0.2792741656303406, 0.293160080909729, 0.38130494952201843, 0.503024697303772, 0.4539493918418884]","[0.2014169692993164, 0.2940709888935089, 0.09406765550374985, 0.16741380095481873, 0.30871039628982544]","[0.07064229995012283, 0.09550302475690842, 0.05062410607933998, 0.2890395224094391, 0.12197245657444]","[0.27043652534484863, 0.13057741522789001, 0.5284334421157837, 0.1995091736316681, 0.0964856967329979]"
5,fa_maps-l,I,"[0.7694047689437866, 0.5614950060844421, 0.786225438117981, 0.5604283809661865, 0.7805637121200562]","[0.017172502353787422, 0.009136865846812725, 0.007091655395925045, 0.010253884829580784, 0.006619929801672697]","[0.015577273443341255, 0.03234794735908508, 0.026443615555763245, 0.024940354749560356, 0.023097341880202293]","[0.5454237461090088, 0.619457483291626, 0.9183580875396729, 0.47480320930480957, 0.7151156663894653]"
39,fa_maps-l,I,"[0.8622239232063293, 0.9302135109901428, 0.8939287662506104, 0.4891255795955658, 0.9523710012435913]","[0.678540825843811, 0.42642322182655334, 0.47491639852523804, 0.49498188495635986, 0.26814571022987366]","[0.02186681516468525, 0.021235454827547073, 0.019697697833180428, 0.004498141352087259, 0.03188110888004303]","[0.09570972621440887, 0.24220804870128632, 0.4616903066635132, 0.2096771001815796, 0.12421392649412155]"
10,fa_maps-l,I,"[0.43638134002685547, 0.3798418939113617, 0.43939995765686035, 0.2954089343547821, 0.3845926523208618]","[0.4474971294403076, 0.4321902096271515, 0.6212737560272217, 0.2210788130760193, 0.486042320728302]","[0.4232276380062103, 0.25014054775238037, 0.493019700050354, 0.34593111276626587, 0.49074217677116394]","[0.483440637588501, 0.4895598888397217, 0.6309236288070679, 0.7386672496795654, 0.647456705570221]"
34,fa_maps-l,I,"[0.0304412879049778, 0.02096697688102722, 0.017742671072483063, 0.20098933577537537, 0.00986572727560997]","[0.0003828484914265573, 0.0012453950475901365, 0.0010076559847220778, 0.00042554130777716637, 0.0007857400341890752]","[0.00027130701346322894, 0.0005340753123164177, 0.0003514502022881061, 0.002875556703656912, 0.0009996839798986912]","[0.00868105050176382, 0.005911585874855518, 0.01755440980195999, 0.009158462285995483, 0.00699352752417326]"
56,fa_maps-l,I,"[0.045799631625413895, 0.07407347857952118, 0.14594173431396484, 0.04197176545858383, 0.05642173811793327]","[0.05318176746368408, 0.0549888052046299, 0.12316206097602844, 0.12549158930778503, 0.1275632530450821]","[0.010163416154682636, 0.002764408942312002, 0.01498311385512352, 0.06148209422826767, 0.015484021976590157]","[0.008002317510545254, 0.003972222562879324, 0.13376246392726898, 0.03178183734416962, 0.06616819649934769]"
55,fa_maps-l,I,"[0.06887137144804001, 0.044970616698265076, 0.03815215453505516, 0.024873556569218636, 0.025921538472175598]","[0.008872111327946186, 0.0343770869076252, 0.033124249428510666, 0.05448244884610176, 0.05748424306511879]","[0.0017808739794418216, 0.003571845591068268, 0.0017235212726518512, 0.0013911419082432985, 0.0023031188175082207]","[0.001423311303369701, 0.0019456722075119615, 0.00067094003316015, 0.008245256729424, 0.002313734730705619]"
33,fa_maps-l,I,"[0.4946032762527466, 0.06047939509153366, 0.4195219874382019, 0.5147552490234375, 0.5040107369422913]","[0.08172651380300522, 0.015606217086315155, 0.009053925052285194, 0.12054771929979324, 0.026418885216116905]","[0.008219544775784016, 0.4139523208141327, 0.1540728509426117, 0.10809531807899475, 0.014288418926298618]","[0.43623602390289307, 0.4752098023891449, 0.4697815179824829, 0.47246280312538147, 0.45565566420555115]"
64,fa_maps-l,I,"[0.1297145038843155, 0.4292980432510376, 0.5004872679710388, 0.241171196103096, 0.3492078185081482]","[0.017926303669810295, 0.2614583373069763, 0.04745525121688843, 0.4593232572078705, 0.2973896265029907]","[0.44678688049316406, 0.5415669083595276, 0.156913623213768, 0.47194623947143555, 0.5689722299575806]","[0.7909921407699585, 0.7720597386360168, 0.7931759357452393, 0.4663785994052887, 0.5971949100494385]"
89,fa_maps-l,I,"[0.8912007808685303, 0.6703410744667053, 0.7354562282562256, 0.6661843061447144, 0.8583192825317383]","[0.1717512309551239, 0.03759276121854782, 0.06188499182462692, 0.030131857842206955, 0.10547611117362976]","[0.27797040343284607, 0.3095880448818207, 0.33624768257141113, 0.44453132152557373, 0.25928762555122375]","[0.8005470633506775, 0.8976720571517944, 0.5357770323753357, 0.6336373686790466, 0.894501268863678]"
63,fa_maps-l,I,"[0.4077288508415222, 0.29428014159202576, 0.4623943567276001, 0.5969976782798767, 0.6012078523635864]","[0.2306959629058838, 0.12585699558258057, 0.07834997773170471, 0.0305673498660326, 0.10864365845918655]","[0.02380518615245819, 0.029171163216233253, 0.01925715245306492, 0.15702010691165924, 0.023486128076910973]","[0.46602582931518555, 0.763247013092041, 0.553112268447876, 0.43569526076316833, 0.6440247297286987]"
87,fa_maps-l,I,"[0.41526490449905396, 0.5556809902191162, 0.5290818810462952, 0.4013480544090271, 0.42325741052627563]","[0.07418913394212723, 0.026544703170657158, 0.08771493285894394, 0.10290495306253433, 0.08112803846597672]","[0.1594409942626953, 0.016922999173402786, 0.31936144828796387, 0.025543084368109703, 0.00824604369699955]","[0.8958334922790527, 0.893680214881897, 0.8256824612617493, 0.8090788125991821, 0.6447999477386475]"
57,fa_maps-l,I,"[0.44470417499542236, 0.30058717727661133, 0.09489453583955765, 0.23890244960784912, 0.2060299664735794]","[0.01509907841682434, 0.12484265863895416, 0.06447073817253113, 0.03424379229545593, 0.05395326390862465]","[0.006932133808732033, 0.00945893581956625, 0.001058584894053638, 0.006179669871926308, 0.0014680655440315604]","[0.44485750794410706, 0.09542752057313919, 0.04737943038344383, 0.4087277054786682, 0.48570144176483154]"
99,fa_maps-l,I,"[0.5186219811439514, 0.47501978278160095, 0.6542572379112244, 0.47204121947288513, 0.45610615611076355]","[0.03339260444045067, 0.018698185682296753, 0.07012726366519928, 0.02446158044040203, 0.04327809438109398]","[0.4105116128921509, 0.34340977668762207, 0.015830164775252342, 0.5058676600456238, 0.01905374974012375]","[0.8967469930648804, 0.9330259561538696, 0.9012665152549744, 0.8630282878875732, 0.6688257455825806]"
97,fa_maps-l,I,"[0.10778693109750748, 0.3643968403339386, 0.3438177704811096, 0.46850013732910156, 0.3285256326198578]","[0.054508499801158905, 0.4193519055843353, 0.013378135859966278, 0.057654161006212234, 0.43718767166137695]","[0.002640785649418831, 0.0004353988915681839, 0.002201423514634371, 0.0019027909729629755, 0.01385155413299799]","[0.11806081980466843, 0.3750419616699219, 0.42933347821235657, 0.3691270649433136, 0.16239656507968903]"
9,fa_maps-l,I,"[0.529205322265625, 0.5385122299194336, 0.30868491530418396, 0.44070103764533997, 0.6781302094459534]","[0.6723136305809021, 0.3866036832332611, 0.3910532295703888, 0.46739116311073303, 0.40715569257736206]","[0.8588504195213318, 0.4799143671989441, 0.38499915599823, 0.5171674489974976, 0.7459327578544617]","[0.8159047365188599, 0.6801395416259766, 0.31128180027008057, 0.7255249619483948, 0.4567912220954895]"
16,fa_maps-l,I,"[0.48449838161468506, 0.41902539134025574, 0.4785222113132477, 0.4769213795661926, 0.41937682032585144]","[0.4307592511177063, 0.4849185347557068, 0.426457017660141, 0.4740162193775177, 0.4220598042011261]","[0.05596962198615074, 0.410780668258667, 0.3270009458065033, 0.4962490499019623, 0.1469012051820755]","[0.21972467005252838, 0.04274704307317734, 0.18577463924884796, 0.483023464679718, 0.4836709797382355]"
86,fa_maps-l,I,"[0.4814387857913971, 0.4980975091457367, 0.4908657670021057, 0.4447566866874695, 0.45740437507629395]","[0.44363370537757874, 0.4199201464653015, 0.051463961601257324, 0.03499401733279228, 0.09148456901311874]","[0.039928823709487915, 0.46236270666122437, 0.11922351270914078, 0.24557694792747498, 0.10384804755449295]","[0.15720945596694946, 0.41843587160110474, 0.5256856083869934, 0.19675114750862122, 0.48684024810791016]"
58,fa_maps-l,I,"[0.46631717681884766, 0.09240992367267609, 0.38373783230781555, 0.39017659425735474, 0.16894009709358215]","[0.019840182736516, 0.11651447415351868, 0.02353702485561371, 0.022287650033831596, 0.002423407044261694]","[0.060714904218912125, 0.3259083330631256, 0.024533959105610847, 0.033348821103572845, 0.020314786583185196]","[0.30123263597488403, 0.04185674339532852, 0.07956402003765106, 0.42731672525405884, 0.12016084045171738]"
72,fa_maps-l,I,"[0.2383803129196167, 0.20662599802017212, 0.2176589071750641, 0.19623801112174988, 0.10475337505340576]","[0.0036239782348275185, 0.004145706072449684, 0.026002710685133934, 0.0018895494285970926, 0.014591246843338013]","[0.019645214080810547, 0.06817680597305298, 0.04558757320046425, 0.039349932223558426, 0.02561032958328724]","[0.09469107538461685, 0.24479608237743378, 0.3504573106765747, 0.13064169883728027, 0.073141910135746]"
48,fa_maps-l,I,"[0.24958015978336334, 0.11756513267755508, 0.4121803343296051, 0.3476482033729553, 0.4814203977584839]","[0.28286927938461304, 0.2240184098482132, 0.026097532361745834, 0.39440494775772095, 0.3809646964073181]","[0.19382067024707794, 0.3329896032810211, 0.3444465696811676, 0.14842702448368073, 0.13571903109550476]","[0.4765179753303528, 0.39637723565101624, 0.45423799753189087, 0.3168659508228302, 0.1889842450618744]"
14,fa_maps-l,I,"[0.16981592774391174, 0.3523048162460327, 0.2153388261795044, 0.39092159271240234, 0.21539822220802307]","[0.050397131592035294, 0.1707591414451599, 0.15039029717445374, 0.02218722365796566, 0.03807798773050308]","[0.011259541846811771, 0.002691552508622408, 0.012124557048082352, 0.0019444036297500134, 0.007676525041460991]","[0.48612281680107117, 0.42859816551208496, 0.20778679847717285, 0.5123518705368042, 0.6909371018409729]"
40,fa_maps-l,I,"[0.7564706802368164, 0.7364174127578735, 0.8523603677749634, 0.5691910982131958, 0.7011308670043945]","[0.7353438138961792, 0.277669221162796, 0.19108550250530243, 0.792357861995697, 0.22988355159759521]","[0.15359002351760864, 0.23200125992298126, 0.01979845203459263, 0.39482399821281433, 0.6402352452278137]","[0.047266580164432526, 0.2690046727657318, 0.38746070861816406, 0.21641364693641663, 0.059960708022117615]"
29,fa_maps-l,I,"[0.3262401223182678, 0.2709515690803528, 0.35152193903923035, 0.33922532200813293, 0.3572578430175781]","[0.2597760856151581, 0.39673274755477905, 0.3553069829940796, 0.2368876338005066, 0.24260185658931732]","[0.07815776020288467, 0.01792546920478344, 0.10121326893568039, 0.3088970184326172, 0.17231793701648712]","[0.0768587663769722, 0.3129197359085083, 0.3484952747821808, 0.23426474630832672, 0.23523305356502533]"
85,fa_maps-l,II,"[0.16795997321605682, 0.8933391571044922, 0.31076914072036743, 0.39800915122032166, 0.15709833800792694]","[0.12708412110805511, 0.09769473224878311, 0.07402175664901733, 0.17722159624099731, 0.22352300584316254]","[0.4203716218471527, 0.019198333844542503, 0.33780744671821594, 0.9131720066070557, 0.7973732352256775]","[0.8286343812942505, 0.7715370655059814, 0.7165951132774353, 0.9356397390365601, 0.736527681350708]"
34,fa_maps-l,II,"[0.010386147536337376, 0.15596063435077667, 0.011241321451961994, 0.034476250410079956, 0.058652374893426895]","[0.0007436333689838648, 0.0007117968634702265, 0.0005122359725646675, 0.001207442837767303, 0.0018383590504527092]","[0.00046385382302105427, 0.0027650068514049053, 0.0013605287531390786, 0.0006948219379410148, 0.000662368955090642]","[0.008674398064613342, 0.05633459985256195, 0.008829526603221893, 0.008010661229491234, 0.01576218381524086]"
21,fa_maps-l,II,"[0.015205438248813152, 0.01547277346253395, 0.043955132365226746, 0.025901474058628082, 0.03612238168716431]","[0.008280187845230103, 0.009491300210356712, 0.026664258912205696, 0.04089664667844772, 0.01831054501235485]","[0.2591506540775299, 0.33928945660591125, 0.3524893522262573, 0.20027486979961395, 0.2858564555644989]","[0.39998432993888855, 0.28055524826049805, 0.3631782531738281, 0.39124587178230286, 0.41352030634880066]"
87,fa_maps-l,II,"[0.6346489191055298, 0.4431458115577698, 0.4588600993156433, 0.5523768067359924, 0.4995785355567932]","[0.042346008121967316, 0.03467932343482971, 0.042670030146837234, 0.03174327686429024, 0.13008609414100647]","[0.021606866270303726, 0.2792189121246338, 0.04686162620782852, 0.02073805406689644, 0.22048130631446838]","[0.8301928043365479, 0.7798521518707275, 0.9010195732116699, 0.9111913442611694, 0.8353177309036255]"
75,fa_maps-l,II,"[0.4292745888233185, 0.47549185156822205, 0.447559118270874, 0.4796997606754303, 0.48111554980278015]","[0.029888629913330078, 0.12491694837808609, 0.4516772925853729, 0.0914396271109581, 0.16740505397319794]","[0.10392273217439651, 0.4282347857952118, 0.12561650574207306, 0.12197507172822952, 0.12754984200000763]","[0.049505751579999924, 0.3521178960800171, 0.14949148893356323, 0.33928823471069336, 0.668860673904419]"
10,fa_maps-l,II,"[0.42926350235939026, 0.33643609285354614, 0.18589557707309723, 0.32696977257728577, 0.42766326665878296]","[0.5634152293205261, 0.3304334878921509, 0.24445751309394836, 0.37331870198249817, 0.3474947512149811]","[0.4860106110572815, 0.4937244653701782, 0.2968355417251587, 0.3523975908756256, 0.4929419159889221]","[0.6591854095458984, 0.5736111402511597, 0.6567805409431458, 0.49239054322242737, 0.46322566270828247]"
73,fa_maps-l,II,"[0.15585538744926453, 0.1832364797592163, 0.1541631668806076, 0.19919496774673462, 0.16571298241615295]","[0.051970724016427994, 0.051729973405599594, 0.02626314014196396, 0.034427713602781296, 0.12428505718708038]","[0.029423467814922333, 0.07088831067085266, 0.03582824021577835, 0.061756543815135956, 0.08045091480016708]","[0.36979761719703674, 0.267143189907074, 0.3368447721004486, 0.09551320225000381, 0.27547216415405273]"
78,fa_maps-l,II,"[0.19672739505767822, 0.3029470145702362, 0.017234908416867256, 0.16418777406215668, 0.14901751279830933]","[0.21598441898822784, 0.014089916832745075, 0.0896071344614029, 0.052145976573228836, 0.019531361758708954]","[0.20629338920116425, 0.29824620485305786, 0.705457329750061, 0.21472762525081635, 0.2118740826845169]","[0.39019298553466797, 0.6465394496917725, 0.6738591194152832, 0.8143358826637268, 0.4904942214488983]"
67,fa_maps-l,II,"[0.5123894214630127, 0.5065428018569946, 0.5221570730209351, 0.514795184135437, 0.5865898728370667]","[0.5349990129470825, 0.4934399724006653, 0.628150999546051, 0.5039740800857544, 0.47607555985450745]","[0.35145828127861023, 0.5075539350509644, 0.47184526920318604, 0.49596208333969116, 0.49016273021698]","[0.5929998755455017, 0.4943605363368988, 0.4334506392478943, 0.364294171333313, 0.49632176756858826]"
97,fa_maps-l,II,"[0.12093562632799149, 0.34458863735198975, 0.45312103629112244, 0.32026147842407227, 0.5231022834777832]","[0.3892058730125427, 0.03419008105993271, 0.39765453338623047, 0.02348621003329754, 0.07043293863534927]","[0.0016776614356786013, 0.01693328469991684, 0.003351086052134633, 0.0016931287245824933, 0.0009313071495853364]","[0.36238524317741394, 0.07046227902173996, 0.22572849690914154, 0.4650764465332031, 0.34254130721092224]"
98,fa_maps-l,II,"[0.5704655051231384, 0.7908810377120972, 0.647769033908844, 0.4750060439109802, 0.3022804856300354]","[0.014017711393535137, 0.3022806644439697, 0.00255982531234622, 0.015021298080682755, 0.025445349514484406]","[0.17420512437820435, 0.48589253425598145, 0.04852878302335739, 0.021536460146307945, 0.09528907388448715]","[0.9050253629684448, 0.09528914093971252, 0.4703308343887329, 0.6144008636474609, 0.6510775089263916]"
35,fa_maps-l,II,"[0.6728439927101135, 0.4225870966911316, 0.35597944259643555, 0.3530273139476776, 0.42247748374938965]","[0.05006672814488411, 0.027569975703954697, 0.01794598251581192, 0.05540728569030762, 0.008560997433960438]","[0.024843256920576096, 0.05810268595814705, 0.03408711031079292, 0.00941563118249178, 0.006439603865146637]","[0.3464902639389038, 0.3431398272514343, 0.41325920820236206, 0.6707738637924194, 0.3484859764575958]"
30,fa_maps-l,II,"[0.7807157039642334, 0.48662304878234863, 0.4590977132320404, 0.4821319878101349, 0.7484012842178345]","[0.43288499116897583, 0.4253678619861603, 0.4110136032104492, 0.48354145884513855, 0.3029586970806122]","[0.4627131521701813, 0.35359200835227966, 0.32226771116256714, 0.02044663578271866, 0.42557984590530396]","[0.4720650315284729, 0.3872227370738983, 0.2097124606370926, 0.46098390221595764, 0.42784395813941956]"
